species,line_number,byte_offset,byte_length,record_sha256
X40x10_18_F3iodomethane-formaldehyde_monA,14047,45232924,2305,f2b416c27883f14b1716a80e6640fd5da0dbfe5e4a7ef8a5cf81098427dbcc04
X40x10_18_F3iodomethane-formaldehyde_monB,14048,45235229,2259,d8dd2b761e308306dcc419a361b7ad500a45b9c9f77436564847c5c1f0f42cda
X40x10_19_benCl-acetone_0.80,14049,45237488,2972,a1ae93fed7501232ddd3657742d0dbd0ff858e25c71722ab6aaacb3f26ad6fe4
X40x10_19_benCl-acetone_0.85,14050,45240460,2972,83f731befc65fb885be799041f7e3ce5af6d0d262db246bc10bb3881d0000ab6
X40x10_19_benCl-acetone_0.90,14051,45243432,2972,2c31ccedf1fa14e6aa22227f2900cbd593069d27dd0a4579bb76f1ea09ba44eb
X40x10_19_benCl-acetone_0.95,14052,45246404,2972,26f759304b388a796afcccdece246bfdcca63157bc940b2f4a7cb7745ae638cd
X40x10_19_benCl-acetone_1.00,14053,45249376,2970,1d5542a9b7bf4ee49c28946fb6b3ebfeecd522f64280d4e85bfbbc52d5c2abd0
X40x10_19_benCl-acetone_1.50,14054,45252346,2973,d0d62536ba71e7cf278f29c009975659397d223518c58413bc77c4004828f38f
X40x10_19_benCl-acetone_monA,14055,45255319,2561,5dbc41d4b87719ff5bb623eeaa1767df68b5542c5427adee82bf9db285610e90
X40x10_19_benCl-acetone_monB,14056,45257880,2489,cad534cde89a4db0b2f4ed90e1a4a00e44eab102d11c43834525f36aa70b42d6
X40x10_20_benBr-acetone_0.80,14057,45260369,2970,89b2fb4e9cd1112c93159f3fa443720fc0d2e894ac47f37998eb48893ddf3358
X40x10_20_benBr-acetone_0.85,14058,45263339,2970,4c2f04ab8bc3acffe9cf37cca4c1eb8d40d70ea8acd305a023ce2008a46c7799
X40x10_20_benBr-acetone_0.90,14059,45266309,2970,3cb292435f2fc5688086242c41a318cb9e754f52aa4581305352878fdbc35c2e
X40x10_20_benBr-acetone_0.95,14060,45269279,2970,483cec6bd452879e55d1b74d062a06c544c1cd6962529ee8695d8c060bd41aa6
X40x10_20_benBr-acetone_1.00,14061,45272249,2968,d6798eefdf85d9bcbfbb5d035436e234ee3ed7ff4d769d929fdf508c68adb31b
X40x10_20_benBr-acetone_1.50,14062,45275217,2970,e1eef67fc69a287d71ce90591359bdbed02c28d0646945eb0e7b08475f9b1553
X40x10_20_benBr-acetone_monA,14063,45278187,2560,5e41b2b9c08c0a48cfb8c8981d413a2c781110a51da69148f4970227ff1d09c7
X40x10_20_benBr-acetone_monB,14064,45280747,2488,0a1e66296672c0137c73372e86950071f2dd3195b1732c016257acbd5509c56a
X40x10_21_benI-acetone_0.80,14065,45283235,2972,22b2bdf1e4a2e9096de7f02a39a65fe6df5a3d9f0a3886fe0040035e20e341ef
X40x10_21_benI-acetone_0.85,14066,45286207,2972,5f8596bf0ba2868f408368a854efe77247c9f252dad86fddf22431341c659952
X40x10_21_benI-acetone_0.90,14067,45289179,2972,bdfb8ae1c36974734e478337e5e95653767b9b34507f26e5a9c6a52339e866ad
X40x10_21_benI-acetone_0.95,14068,45292151,2972,114b984f031ac8b48d7aaf3be575ecd0f4408bbd71cbf427972c26ecaf7e6f33
X40x10_21_benI-acetone_1.00,14069,45295123,2970,e465798c5909f47091825449cbee973d7338a9862c91ce2037059306a4c11cd5
X40x10_21_benI-acetone_1.50,14070,45298093,2972,d0b28d3957cd3c9ffdeec299be18d16d598332981cb22efba546e68930e305f3
X40x10_21_benI-acetone_monA,14071,45301065,2560,2110181fc00850fb0d9029c7bd314f664b9434944a6b8fed811a3878a39e5d8d
X40x10_21_benI-acetone_monB,14072,45303625,2488,7a233343009b3a14353108311df81c81787ac046e34c01edc6223970a2505fce
X40x10_22_benCl-Nm3_0.80,14073,45306113,3078,05987eea0cea4f6db7da860b77c3274e8eba63e155bf12bfe99f313f70487c88
X40x10_22_benCl-Nm3_0.85,14074,45309191,3078,24a6b902e5a72d97857947df89ab7177913e23889d8d35ae4cd4820fd691ac23
X40x10_22_benCl-Nm3_0.90,14075,45312269,3078,7fda4b51f3a1117ddfcef4b18680c19a6b8fa53fdf647605e66bc1edd0a431e3
X40x10_22_benCl-Nm3_0.95,14076,45315347,3078,5417869dddb7cd9d0075d8b3e592480c67617f6a9eedbebc7e9e4e1ba28d0d2f
X40x10_22_benCl-Nm3_1.00,14077,45318425,3076,cdf4a35c7995509c3dd771abd8283f2e24375d8b7f42d2a18784e698357c0abd
X40x10_22_benCl-Nm3_1.50,14078,45321501,3078,8a13b6611a678fd4092c62c4a9f91463b1ef8d1ffd21021ff2d7d6689fd56bed
X40x10_22_benCl-Nm3_monA,14079,45324579,2553,450a3d6c5ef413e732b9460c9ff8786cbe02a216f3fa20775f92283688f3e548
X40x10_22_benCl-Nm3_monB,14080,45327132,2595,e17b88e727e8d0c875831ac58d7214a1c4e2bc6de48fecae7eddd55831a427a3
X40x10_23_benBr-Nm3_0.80,14081,45329727,3078,6ab55112ecaf4b0efb02eb49ba3a652561113b9afb018ad58912909fb5492e39
X40x10_23_benBr-Nm3_0.85,14082,45332805,3078,ee4efe8a330f854e2d34432e2adb75d49aa3573552d72c55157f4f879fc9159e
X40x10_23_benBr-Nm3_0.90,14083,45335883,3078,d184ed4700003059d741f66a78ecd4931eb740841657492fdb51b4ae5a0ced79
X40x10_23_benBr-Nm3_0.95,14084,45338961,3078,84cfabf3435f77d9e05823d2e1d6258b17996953ebd859681e5e56cc8ccdc2ee
X40x10_23_benBr-Nm3_1.00,14085,45342039,2851,9c992fd3a1f81dc2a13ebdd9c50ce1d21bed8c43a0c35c16cde8a4c2f9749822
X40x10_23_benBr-Nm3_1.50,14086,45344890,3078,56ddbaa938222f7f57c4ba58526abb76b8a37b4bea7f597b13e69b60b0234f9c
X40x10_23_benBr-Nm3_monA,14087,45347968,2553,12faed421654bb4ef0b573020eb685f02ec1c6f39ea745259b133b3100106b90
X40x10_23_benBr-Nm3_monB,14088,45350521,2595,84c60f5a6c1992e08237d551e1c9a3fdd12dec655d62f7466a38acec3a66e1d4
X40x10_24_benI-Nm3_0.80,14089,45353116,3071,942b649507a6a98fdab1aa446158ac88fa4c1274f639f6961c0a5cc825d51e19
X40x10_24_benI-Nm3_0.85,14090,45356187,3071,b2d81cc5eacab06b4ac136ba72734fe29c8aad466b62a4bc63ff2b3db4773367
X40x10_24_benI-Nm3_0.90,14091,45359258,3071,25567d3e3ecf590297cce42d4ac7a378e80e504817211d5c7cb99131d5474210
X40x10_24_benI-Nm3_0.95,14092,45362329,3071,db5818493b973d0114076a169a6bfcb8e86c6d576fd02215eb8ce04eea5bbbef
X40x10_24_benI-Nm3_1.00,14093,45365400,2844,9e19f987ffea60932e4bc31e1be52e34023ff6d7d4e39883d661a965378bddfb
X40x10_24_benI-Nm3_1.50,14094,45368244,3071,7235eff2c03d8b914e56d8de7335c5c405ec8509173c8d7af24acc9936cbf831
X40x10_24_benI-Nm3_monA,14095,45371315,2547,9d0f4ca67769de08e993cda0cbb5832d21d71ad132c219074f1277db6af203f9
X40x10_24_benI-Nm3_monB,14096,45373862,2592,122e67a463c2e58841e86d991a3a7eade1d5f5e384f494541eb39dc84076094d
X40x10_25_benBr-mSH_0.80,14097,45376454,2795,88836d090ff01b0292e970f9a18f2d98404770ab3139e74f56f788d876effb03
X40x10_25_benBr-mSH_0.85,14098,45379249,2795,e57e0da4d1902fc90f0b31562efe3f33c68721e783e3bc6b3fa3114dadd0075f
X40x10_25_benBr-mSH_0.90,14099,45382044,2795,6d4d441617ee91bec194c982da1eca6ddc264e3b334691f84ce51b24576b4846
X40x10_25_benBr-mSH_0.95,14100,45384839,2795,48d23fef6a5224fffb1164f6f4fa2c0eee20cb020e64c240c5c6b636b0b5048a
X40x10_25_benBr-mSH_1.00,14101,45387634,2793,b856721d90a1d930c22865fa2e30244f2a131663db1c6967f8715518e3837cdb
X40x10_25_benBr-mSH_1.50,14102,45390427,2795,237af26d1a018f4d8422ab84031f1600a6ce3f1687e5abff00a39f46bebe18d0
X40x10_25_benBr-mSH_monA,14103,45393222,2551,93522cb5fbff2c1fd16cade99063ca9080994947c1a94ad4f0eadd3c1cc29f46
X40x10_25_benBr-mSH_monB,14104,45395773,2313,f5d4bd29b5c3d0312e8c6125ded0cd6ecebae514ee056f64ed8185f126241215
X40x10_26_benI-mSH_0.80,14105,45398086,2796,f28629edcb098fe942bb9eb5de6d1c3062d16d26d3b8db253d65b8e0c5fef559
X40x10_26_benI-mSH_0.85,14106,45400882,2796,814a7016e25dc64146cacacb385d7524fecad8d8d755f32c7264099ad422a5a2
X40x10_26_benI-mSH_0.90,14107,45403678,2796,ffbb8677044d85cc5a0d073a1e1b85256d513bf02a41808fdd00beeaa7c7fb12
X40x10_26_benI-mSH_0.95,14108,45406474,2796,c4ed88c2c3a727af87cfe9fa27007dbe64374c5d3e36f70c3f630ca2ce767388
X40x10_26_benI-mSH_1.00,14109,45409270,2794,02714a4701666ded66b9fc52d72644fce7198b0b7ccfbe12539d303d81779cc1
X40x10_26_benI-mSH_1.50,14110,45412064,2796,54195b54b4f151b638df797d17770f45af971a2cfd884af033a52a628e405bf6
X40x10_26_benI-mSH_monA,14111,45414860,2554,4a22e68fa8e06d47bb23418d7eff4b74de4458a96d249f3798d85c35d40c3c4d
X40x10_26_benI-mSH_monB,14112,45417414,2309,dfb38b32c192958d1164af4b3b745138677f2cdb21cd2b29b90397b6e8e1affc
X40x10_27_CH3Br-ben_0.80,14113,45419723,2738,d9e6a8c96b4c333a595217713cdb9a8123439fdc08b6d8afc8cb9acce4e26aa5
X40x10_27_CH3Br-ben_0.85,14114,45422461,2738,84c82b9b398a8e0ca3b1c3a9d2f7ac4743725095ec326ceed78fbe6407dc9e20
X40x10_27_CH3Br-ben_0.90,14115,45425199,2738,464062f049119a4813a7a2cfa6ff31c40efbb45acf7a761ec256921df2029a43
X40x10_27_CH3Br-ben_0.95,14116,45427937,2738,23df58d8e360501387bbd2457b33fdff23907b73e7bec70017a734e3c3bb48f8
X40x10_27_CH3Br-ben_1.00,14117,45430675,2736,949aad597a60580181d1ef180605f8975f713907526f6a06508d81981905ab52
X40x10_27_CH3Br-ben_1.50,14118,45433411,2739,1586de28a2baeba3ba6a3a624b3c179560b7601f7fb9563a81504e6d8edd3570
X40x10_27_CH3Br-ben_monA,14119,45436150,2536,cd63241eb59518457dfe46e914d26d590c5b5b4d4646d730eef695582d41c5de
X40x10_27_CH3Br-ben_monB,14120,45438686,2271,47d6bea86defcde46cdf458d05efbdeefc06297a619676f99ce8c5286ebe2e43
X40x10_28_CH3I-ben_0.80,14121,45440957,2737,91ca98b56041010df09c7d31ca663ee8770e7886d94a22b540b1ea6a46247612
X40x10_28_CH3I-ben_0.85,14122,45443694,2737,d4386bc0da727bb474314873b3dafb25024e8c3b755e5682a6a775acee396b88
X40x10_28_CH3I-ben_0.90,14123,45446431,2735,7dd1daf179a8c26c88c8c1f0f6eccd0b876e15d0cb01fe94933199d2c34348f3
X40x10_28_CH3I-ben_0.95,14124,45449166,2735,9bc0980cfffaed76926c79e3246932a56781eeef0673b49464633ae91d088e85
X40x10_28_CH3I-ben_1.00,14125,45451901,2733,dc45d3e0d3fd8a796e257d827656e7b133b5fb29ecec25d0dababe19fb0f316c
X40x10_28_CH3I-ben_1.50,14126,45454634,2734,b85ee49fa88bddded64182517bc16fd0ac48112bad9235ad1d47f659619d9b73
X40x10_28_CH3I-ben_monA,14127,45457368,2535,3857351b56fceb50d50c2d1070d4aa12e24907ae1ad5bdb90c072ce853d4c81e
X40x10_28_CH3I-ben_monB,14128,45459903,2269,51800c4ece7dc1d650b9bb9cd613dc15622a640bbb9da5e50e891d57d612df9f
X40x10_29_CF3Br-ben_0.80,14129,45462172,2746,c45b9ba25c04b077fd51002bc9c9e457a2bd7c7faf6bab02139676816b172186
X40x10_29_CF3Br-ben_0.85,14130,45464918,2745,6df17f280f92aa3f7ec98a42fe9e4cad2cdda3a006ebe7347d30d2e1dbf8d6aa
X40x10_29_CF3Br-ben_0.90,14131,45467663,2744,9fa05a8a30f8dd47700a23fd81605c2c41f26b08f8d7404480fe15ec3e59e0be
X40x10_29_CF3Br-ben_0.95,14132,45470407,2744,71b23d9fc091be5718c689d969a6d78d4067e768f3e004121b888753e068170e
X40x10_29_CF3Br-ben_1.00,14133,45473151,2742,d62d5a331b74f1939d736637de4fbdc658043261b653fbf4844ac4fdb5ea284b
X40x10_29_CF3Br-ben_1.50,14134,45475893,2743,6009e5ab8213e5fad2e29e98b57b480f20034ca762225fd73b23b49c93c8a296
X40x10_29_CF3Br-ben_monA,14135,45478636,2538,5004986acd2224471a3bdf9c18a491d825665e1b2e1a2adbc234262386337c6c
X40x10_29_CF3Br-ben_monB,14136,45481174,2273,72680c509ad892e699ddf4dace82e15c9bc1706d1c4a7a5d8b8a1bb470d9d95a
X40x10_30_CF3I-ben_0.80,14137,45483447,2739,1cb2a87c37f4fd3c79b931f309a11cccf4f48c74c7f8e1fbd16597893c2487dd
X40x10_30_CF3I-ben_0.85,14138,45486186,2739,d9e5c826df3e42dce63539cbca3bf26c5ab01043b7b262fbddb745642e5e39b5
X40x10_30_CF3I-ben_0.90,14139,45488925,2739,b2802f1c923c29927da9b3fc83b69297c5c266de15e9175ee17d1a8ec4972ea8
X40x10_30_CF3I-ben_0.95,14140,45491664,2739,aab121a226c4c8f9b35e1086b2de1fb6a40757f3c7b2fbffa353594e077c02b0
X40x10_30_CF3I-ben_1.00,14141,45494403,2737,caae2edf74e3a7a1a659df74e5dae995ae93c672aed9b2aeac2e1eaf8e5fce20
X40x10_30_CF3I-ben_1.50,14142,45497140,2739,6decac764b717ca0740a5e055d5d2864df487fe167b1dd5453140269f9515292
X40x10_30_CF3I-ben_monA,14143,45499879,2536,a0cf8bd4cd1bc9abcde4b9060f6a05f925f7380b94912f51f95211a4e09a53d8
X40x10_30_CF3I-ben_monB,14144,45502415,2266,85f2e40035d8747728a95a02ea92aa5074d8566adc665f7adb17c35c3f17ab63
X40x10_31_trifluorometOH-wat_0.80,14145,45504681,2451,53ae99b121b69ec1da33dca986e4ebdbdeb13873b4e982be320889fedb0391c4
X40x10_31_trifluorometOH-wat_0.85,14146,45507132,2451,2e4b97d0115864ece160411f01ca2c170562638e433a5cf9472490b9e9abbbf4
X40x10_31_trifluorometOH-wat_0.90,14147,45509583,2451,c944082b55d2c232db004cccaccf2002acf09ea6be71dd06000f1125c02466ae
X40x10_31_trifluorometOH-wat_0.95,14148,45512034,2451,e91830ddc91de7cbaa555018d1043095417c29049b59833f6a07c2836e169aa7
X40x10_31_trifluorometOH-wat_1.00,14149,45514485,2449,3b97bb0b76e2f3000122ab9cfa51727f87b46661fd8626d51121c362024921b5
X40x10_31_trifluorometOH-wat_1.50,14150,45516934,2451,9d7526439c6c5bbde7e5ea1eacc89a26408fe2a4bbafaba6d64e4a00d0e49f44
X40x10_31_trifluorometOH-wat_monA,14151,45519385,2336,fe7f18a2844c6b830e561ff410bfdeff4deaeb4e97a1f21ae1e917f8421a9799
X40x10_31_trifluorometOH-wat_monB,14152,45521721,2202,ff31b157bf914b34ff0f901abac98ef8f7f7f21f7b7df2959f6c802fba13a4ad
X40x10_32_trichlorometOH-wat_0.80,14153,45523923,2455,3b3c4a9f046432dcbbe14e204d10579741ee1ccaa8cfdc812b4c1cb40ed7eea8
X40x10_32_trichlorometOH-wat_0.85,14154,45526378,2455,b5707f4b39df2e87991881175659be7c5e5a8fae81a22e165e00a35278357642
X40x10_32_trichlorometOH-wat_0.90,14155,45528833,2455,b958374e98eb221d21fe2d5e2c517188ad9d666fc78c53013fee0c0e6071b48f
X40x10_32_trichlorometOH-wat_0.95,14156,45531288,2455,f174dee228b9f3b1205bf36a94ef67fcbb65257c620a350221763c07b3b0ea33
X40x10_32_trichlorometOH-wat_1.00,14157,45533743,2453,02d9ffb1d2245ae5e5326a59a5ece302dd768865c3e3d5eb53b73b26dad7e7c4
X40x10_32_trichlorometOH-wat_1.50,14158,45536196,2455,8067258d0a8e431718c15bf1f09d4f1fef60ac1b04d6b785717233cf7cd132fb
X40x10_32_trichlorometOH-wat_monA,14159,45538651,2340,0c6bcaa73099bbf1a82510e5500c9171ad4bdef917f1a8108825985c9997e458
X40x10_32_trichlorometOH-wat_monB,14160,45540991,2202,eedc30500f02a2167d5885ff5968a551606b52845f27b9235cb418205fe3e706
X40x10_33_HF-mOH_0.80,14161,45543193,2378,cd0be75d93df5705913e1b0eedf1a1eb8f313bbd02f83584cb94f99055bc8813
X40x10_33_HF-mOH_0.85,14162,45545571,2378,d3c3f04fe5701818a10eec4819e3fa5b4612678255031a282553eaf90876cccd
X40x10_33_HF-mOH_0.90,14163,45547949,2377,7381d80e7cbabf394617ca657fb28b2f2500163318de13edb5519411b195b629
X40x10_33_HF-mOH_0.95,14164,45550326,2377,b5435c2631caafba19e10cf7b090e57e208a0e4d5158d83d909e3453b788af1e
X40x10_33_HF-mOH_1.00,14165,45552703,2375,c1503c49e1213bb1fa9335dbfe096087c12da62ff5983476f980d521932516c5
X40x10_33_HF-mOH_1.50,14166,45555078,2376,bb95512102fcda88652825ac292bdae4b5cbc7e43705046ffdf79c73d4005114
X40x10_33_HF-mOH_monA,14167,45557454,2137,fbebdbd01a45fe0d7ad2073ce627a20cb2a894a193d006b939a3e72d7e7bf0df
X40x10_33_HF-mOH_monB,14168,45559591,2300,cb51ab6d18c59fd3f139f6961c9e084a42ed7d6fc1582321dcdffc2d6f9661d6
X40x10_34_HCl-mOH_0.80,14169,45561891,2383,aa6543120ab7d13fb1f6ada063da7c22b97ee81c44877f0a779c2f5c94f97f0e
X40x10_34_HCl-mOH_0.85,14170,45564274,2383,037002365344edfd5a515e9b9f5fa7022000d3e65d79f387e008056598459439
X40x10_34_HCl-mOH_0.90,14171,45566657,2382,54523d7cc03511627b6a3c475de7a92b174f92d0677344a53938f0786b2085c8
X40x10_34_HCl-mOH_0.95,14172,45569039,2382,1123d0dfdefd346c282ef215f6575454da457f350a70d658c1880f5929172654
X40x10_34_HCl-mOH_1.00,14173,45571421,2380,5bba300b651858cc2635c91be15a6b33876995cbb5058998ccd59978797162ce
X40x10_34_HCl-mOH_1.50,14174,45573801,2381,eea0630cea92f2cf3c4d481fbb9ef79d1e82d9c5069bb657a926a082351e8a2c
X40x10_34_HCl-mOH_monA,14175,45576182,2141,501efb14b95009d944f77e252e4429102a29245e1a5c865569ed504039b36ae6
X40x10_34_HCl-mOH_monB,14176,45578323,2303,03ddf9ed6da6a6861e2c237d501ab1e3c2f6b3d316395c478f8698d7a20ab79a
X40x10_35_HBr-mOH_0.80,14177,45580626,2383,b764544c399adf80c01772db39300318ce63f45988fa997e3b2b8c92d6d48224
X40x10_35_HBr-mOH_0.85,14178,45583009,2383,52c6fbb0b73dc6b4895501ca4209918a44b45aa725d0d8fcb27ed2974d9e0547
X40x10_35_HBr-mOH_0.90,14179,45585392,2382,77afbd4d05496ef39e52a2780026e2d1625256feed1dcb37b6a1f5dced8ca862
X40x10_35_HBr-mOH_0.95,14180,45587774,2382,70c95427ca3705f598e294aec003e2c7d9cc49f44f6d0941519cdbe1b00db165
X40x10_35_HBr-mOH_1.00,14181,45590156,2380,caf5175965bc820517c5055f73ec84cce80c4806ecd7d6626e54501e073d4b92
X40x10_35_HBr-mOH_1.50,14182,45592536,2381,8bf544b70159bb3c98a83a4c0f7673dca09ff9b61cafe465e77e4b103f1d8719
X40x10_35_HBr-mOH_monA,14183,45594917,2142,c9dcd1b7816c9b7bb3207c4f55fb7c546ec7116cf7eac5bcbb6d3f0acdaf469c
X40x10_35_HBr-mOH_monB,14184,45597059,2302,5b87e6dcd4abeefecd6754dd73d036ec46fefb8c044a83070899f6b34250c252
X40x10_36_HI-mOH_0.80,14185,45599361,2378,dd7b8c1ab341d6db02153410396085497b22ea3f9700da2226020783900c7a53
X40x10_36_HI-mOH_0.85,14186,45601739,2378,0672c25f88c1e5c5ec213f68c6e7fa86db23b12dd1fc9e44bc253e01cb7ef645
X40x10_36_HI-mOH_0.90,14187,45604117,2379,a6402c427cce4e35bc084699b6ed62bebc594a0b99b508a43fcf6c29da5f2c36
X40x10_36_HI-mOH_0.95,14188,45606496,2379,4c71d837abff02fee6e1b31c7599ef234ecea0bb49c0a54fcb9e4c658e7c3d3e
X40x10_36_HI-mOH_1.00,14189,45608875,2377,1c6eb2463ffb9790980e6a21744b8232b579e22024e3b2f73e1be2908967f6c8
X40x10_36_HI-mOH_1.50,14190,45611252,2380,da25ab59f3dcc93824ce0db2fe21cfd3e226b167bbb5a460ec62f82bdd13f296
X40x10_36_HI-mOH_monA,14191,45613632,2137,eca51f27f0a78cc0be75a23dfe9c769375149e2caae4bdda1e03c12a6d6974f9
X40x10_36_HI-mOH_monB,14192,45615769,2300,307953e29027e333757e366963453461e3420f8eff3da6861ff4576d4ad9e532
X40x10_37_HF-mNH2_0.80,14193,45618069,2425,99168532045a41925dc185372658701074e1ac88525ceac896c5253850b6ee90
X40x10_37_HF-mNH2_0.85,14194,45620494,2425,afec6eac74b46776c3ade19c1a8c61a0fdc627169ddcafc55101c5ca8e9301b6
X40x10_37_HF-mNH2_0.90,14195,45622919,2425,5a702bde05d3561d82571320cdcfe5a53c4f9dcf00087d2d7b05c31f269dd86c
X40x10_37_HF-mNH2_0.95,14196,45625344,2425,4fc10ff5a56ba2df0c9ed3897b479aaf7c56f59a83ec50d4867e622d343219fa
X40x10_37_HF-mNH2_1.00,14197,45627769,2423,b88b3c33887e4fb75170cfdcdd9466e8692adbf66c62a52a77a1725ed912a949
X40x10_37_HF-mNH2_1.50,14198,45630192,2425,d59d2c8d2a861cd5cd8d2d6d9f17232da4879a2b2e9ecf8b4325235097e2eb96
X40x10_37_HF-mNH2_monA,14199,45632617,2141,430efb468be729ffa25f7801b9c97f991cee68f94a8be4434df3c230628f2bfb
X40x10_37_HF-mNH2_monB,14200,45634758,2345,361919f7453ca56e3179077e87ed777f1078bc1bd2f265de00ec4f4016aa106e
X40x10_38_HCl-mNH2_0.80,14201,45637103,2428,0024299740e1f195b1a4144568fbb2299c73d903928f60e80cf5a157982e4dad
X40x10_38_HCl-mNH2_0.85,14202,45639531,2428,a5cc122760588adda23eb69c51d17f78f8736f4e27f2ff12fad1d76be3bdf398
X40x10_38_HCl-mNH2_0.90,14203,45641959,2428,afe1e3af40f91777b2247f860e3129b1603deac6fe6628265ab3a45d1097cd6c
X40x10_38_HCl-mNH2_0.95,14204,45644387,2428,8e3090987fdfddc186ffc2595ac83d174f370a04b41c5896518e7db19f131df1
X40x10_38_HCl-mNH2_1.00,14205,45646815,2426,fb0c89d08237d49d79043dd9f427991d14e6425a5b6fb208529d878c9b8bf379
X40x10_38_HCl-mNH2_1.50,14206,45649241,2428,0aa61c4b1ca1d8035cf7a2e800c1ba428e7d93857bb024a5e952e2b9e1f8f769
X40x10_38_HCl-mNH2_monA,14207,45651669,2144,2885e1e5a7a8c356fa3d4df821683975bccf33326ebfad11d43d27a251fab836
X40x10_38_HCl-mNH2_monB,14208,45653813,2347,7f3dfaca186e9d40aaeade9fe59213b007b7156fb83b88e6706388c8cb1cded0
X40x10_39_methanol-fluoromethane_0.80,14209,45656160,2537,7da2aa7d4fed4f1d24c76c44ae8a7d6ded5a695341d51769287795927d12b029
X40x10_39_methanol-fluoromethane_0.85,14210,45658697,2537,4e0fcce4e2f600731e7c15b33027e6471dee8f6faae2f96285571e79aec462b1
X40x10_39_methanol-fluoromethane_0.90,14211,45661234,2537,3ad173f94613f006b7baec5c1eee62934dd66b075e97c844aceacf55418c8734
X40x10_39_methanol-fluoromethane_0.95,14212,45663771,2537,3f9dcf15d8d31670ad854336ab279a281a8259e4b722aaca349d6a951cfa5851
X40x10_39_methanol-fluoromethane_1.00,14213,45666308,2535,1179b27657c483fc5370efa413f05df2b9adf6103183f8427de6e3811cf3f96b
X40x10_39_methanol-fluoromethane_1.50,14214,45668843,2535,fe3c1754c458c0caee718c5e6474f4c3b24b65ca7515ea4fde2d5354342038d4
X40x10_39_methanol-fluoromethane_monA,14215,45671378,2331,c7b17b70251f2ea0bd3169958497fafd7892103e6f90874a0da20f3a82397ce8
X40x10_39_methanol-fluoromethane_monB,14216,45673709,2300,398222e13739014ee99d67cb9ecca2b7568baca92fe08cbd9b58a28f21ef8f83
X40x10_40_methanol-chloromethane_0.80,14217,45676009,2541,823574f392f0b879a7a0cceda4cbb3798130aa1af7ec2b0147d733276273d7da
X40x10_40_methanol-chloromethane_0.85,14218,45678550,2540,7bf0ed673fdfa9093f0dd603a3ed878dbbaae07d54ebc5b572b3b2937b2aebf4
X40x10_40_methanol-chloromethane_0.90,14219,45681090,2539,4c5a85fd8c925a51e5851725486d7870a5a282a452e29a800fae21b0b43cf6fe
X40x10_40_methanol-chloromethane_0.95,14220,45683629,2539,aefd75a2968fd0311700e4d9eed88e3e2ff9272b0ff27f2e00f90d813914a767
X40x10_40_methanol-chloromethane_1.00,14221,45686168,2536,04267d3c444fbf13c56a9a490a112c68478cd437cb3a071cffeaa675a7d2de66
X40x10_40_methanol-chloromethane_1.50,14222,45688704,2537,e3b6c502d4db9007a665739e5f88b81741d70774ea5f19128079fd1cb753aa76
X40x10_40_methanol-chloromethane_monA,14223,45691241,2332,5a298d1f281dfb54ee0b85583e44763009f2b720b452636d76671cda7f516be6
X40x10_40_methanol-chloromethane_monB,14224,45693573,2303,f89e3aa545d49362e1f8a47e9fb019ab4f83e5c33ea0d72e390f99a574c4c250
YBDE18_cbh22,14225,45695876,2295,e725f307c37702e0bb92ab8784799fb9bd97ea9916255b0f1fcee6576a5172b8
YBDE18_ch2,14226,45698171,2141,7da46033ade4c323b78fe36f563ceb8e832a41928c439bcc0ec20e5d602c5e93
YBDE18_f2s,14227,45700312,2141,0925aa6f386f8929ea7ca766dbb26eac58c44ae19ad3d642b9172f09d1d5c2d8
YBDE18_f2s-cbh22,14228,45702453,2429,957f05a04e53a683471e974a88dfd945115477a417712673ff84f9bcba9f96c2
YBDE18_f2s-ch2,14229,45704882,2267,b810a3d4f36b2929938dfcb9dfc48188407023c4133ae90bed853eceee67b9e9
YBDE18_h2s,14230,45707149,2141,8ba28753f2d0adec33d09df7ef7ef4ae7dafafda1b0566952fd7a846da736565
YBDE18_h2s-cbh22,14231,45709290,2419,51064a857edd7d6e27d816f43837b4cd9aa9847cfeac9b84e0bb28a9a20722c6
YBDE18_h2s-ch2,14232,45711709,2266,2b9d3e72c3812b33c0a180e9529110b98c7facbd61f9c4b57497358c42713986
YBDE18_me2s,14233,45713975,2372,2c8139e10e2201d9f6a08587cfc1a8d7406e7f50f6c68b78dc9c8b0a4e28d00d
YBDE18_me2s-cbh22,14234,45716347,2648,44db642fbf4e59e9251a5fb1d1cad9364578386b1ca1ed269776397697e602c7
YBDE18_me2s-ch2,14235,45718995,2496,daffacc09228c9bb2ead3da9c4bb141641865bab15724a7ea04a59e6dca8d4bf
YBDE18_nf3,14236,45721491,2180,ee47c691a79efeb25878e4ec8569806419df8a1a876bc225f8b475009f8cd431
YBDE18_nf3-cbh22,14237,45723671,2460,4bfabf531e8ca883c860aad67e048e3d0e8775f680df3599f98d3049e2786b3e
YBDE18_nf3-ch2,14238,45726131,2304,393f6b918d60cb73f2c0fcb9ef54c7221d0ca3f8257fcf877a19c874f295bb43
YBDE18_nh3,14239,45728435,2180,858946d4930db91e380287f8243487f32e3009aaf6788240faff59fc212e1346
YBDE18_nh3-cbh22,14240,45730615,2456,6f7dbbc85aafa88deff679c4155687d4bf145c5ea9967cb89ecbfe8eba26a29d
YBDE18_nh3-ch2,14241,45733071,2304,d3728d2f02bf8fce445179eeb33a51862f0f9892b6a03f5e7f6865c3d2c99744
